"plotid"	"plothalfid1"	"inv"	"year"	"variable"	"value"	"depth"	"varType"	"measLevel"	"variable1"
"713"	3	"I_3"	"I"	2012	"nitrifd_T"	0.0673	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"714"	3	"I_3"	"I"	2013	"nitrifd_T"	0.1054	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"715"	3	"N_3"	"N"	2012	"nitrifd_T"	0.0414	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"716"	3	"N_3"	"N"	2013	"nitrifd_T"	0.4406	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"717"	4	"I_4"	"I"	2012	"nitrifd_T"	0.0369	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"718"	4	"I_4"	"I"	2013	"nitrifd_T"	0.0899	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"719"	4	"N_4"	"N"	2012	"nitrifd_T"	0.0258	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"720"	4	"N_4"	"N"	2013	"nitrifd_T"	0.3091	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"721"	5	"I_5"	"I"	2012	"nitrifd_T"	0.1292	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"722"	5	"I_5"	"I"	2013	"nitrifd_T"	0.3792	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"723"	5	"N_5"	"N"	2012	"nitrifd_T"	0.1819	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"724"	5	"N_5"	"N"	2013	"nitrifd_T"	0.6893	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"725"	6	"I_6"	"I"	2012	"nitrifd_T"	0.1137	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"726"	6	"I_6"	"I"	2013	"nitrifd_T"	0.1718	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"727"	6	"N_6"	"N"	2012	"nitrifd_T"	0.1113	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"728"	6	"N_6"	"N"	2013	"nitrifd_T"	0.3438	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"729"	7	"I_7"	"I"	2012	"nitrifd_T"	0.5038	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"730"	7	"I_7"	"I"	2013	"nitrifd_T"	0.129	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"731"	7	"N_7"	"N"	2012	"nitrifd_T"	0.7818	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"732"	7	"N_7"	"N"	2013	"nitrifd_T"	1.3269	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"733"	8	"I_8"	"I"	2012	"nitrifd_T"	0.0839	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"734"	8	"I_8"	"I"	2013	"nitrifd_T"	0.3368	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"735"	8	"N_8"	"N"	2012	"nitrifd_T"	0.1241	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"736"	8	"N_8"	"N"	2013	"nitrifd_T"	0.5117	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"737"	9	"I_9"	"I"	2012	"nitrifd_T"	0.2663	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"738"	9	"I_9"	"I"	2013	"nitrifd_T"	0.405	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"739"	9	"N_9"	"N"	2012	"nitrifd_T"	0.2848	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"740"	9	"N_9"	"N"	2013	"nitrifd_T"	-0.0109	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"741"	10	"I_10"	"I"	2012	"nitrifd_T"	0.4266	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"742"	10	"I_10"	"I"	2013	"nitrifd_T"	1.4685	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"743"	10	"N_10"	"N"	2012	"nitrifd_T"	0.2173	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"744"	10	"N_10"	"N"	2013	"nitrifd_T"	0.2088	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"745"	11	"I_11"	"I"	2012	"nitrifd_T"	0.2241	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"746"	11	"I_11"	"I"	2013	"nitrifd_T"	0.4244	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"747"	11	"N_11"	"N"	2012	"nitrifd_T"	0.084	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"748"	11	"N_11"	"N"	2013	"nitrifd_T"	0.3536	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"749"	13	"I_13"	"I"	2012	"nitrifd_T"	0.0331	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"750"	13	"I_13"	"I"	2013	"nitrifd_T"	0.0078	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"751"	13	"N_13"	"N"	2012	"nitrifd_T"	0.0396	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"752"	13	"N_13"	"N"	2013	"nitrifd_T"	0.0379	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"753"	14	"I_14"	"I"	2012	"nitrifd_T"	0.3022	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"754"	14	"I_14"	"I"	2013	"nitrifd_T"	-0.0017	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"755"	14	"N_14"	"N"	2012	"nitrifd_T"	0.0525	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"756"	14	"N_14"	"N"	2013	"nitrifd_T"	0.6348	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"757"	16	"I_16"	"I"	2012	"nitrifd_T"	0.1352	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"758"	16	"I_16"	"I"	2013	"nitrifd_T"	0.1793	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"759"	16	"N_16"	"N"	2012	"nitrifd_T"	0.0213	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"760"	16	"N_16"	"N"	2013	"nitrifd_T"	0.1252	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"761"	17	"I_17"	"I"	2012	"nitrifd_T"	-0.0515	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"762"	17	"I_17"	"I"	2013	"nitrifd_T"	0.1957	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"763"	17	"N_17"	"N"	2012	"nitrifd_T"	0.4511	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"764"	17	"N_17"	"N"	2013	"nitrifd_T"	0.898	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"765"	18	"I_18"	"I"	2012	"nitrifd_T"	0.1984	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"766"	18	"I_18"	"I"	2013	"nitrifd_T"	0.5561	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"767"	18	"N_18"	"N"	2012	"nitrifd_T"	0.0723	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"768"	18	"N_18"	"N"	2013	"nitrifd_T"	0.4703	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"769"	1	"I_1"	"I"	2012	"noi_B"	1.434	"B"	"measCat"	"plothalf"	"noi_B_I"
"770"	1	"I_1"	"I"	2013	"noi_B"	0.574	"B"	"measCat"	"plothalf"	"noi_B_I"
"771"	1	"N_1"	"N"	2012	"noi_B"	1.5958	"B"	"measCat"	"plothalf"	"noi_B_N"
"772"	1	"N_1"	"N"	2013	"noi_B"	1e-04	"B"	"measCat"	"plothalf"	"noi_B_N"
"773"	2	"I_2"	"I"	2012	"noi_B"	2.5083	"B"	"measCat"	"plothalf"	"noi_B_I"
"774"	2	"I_2"	"I"	2013	"noi_B"	0.6697	"B"	"measCat"	"plothalf"	"noi_B_I"
"775"	2	"N_2"	"N"	2012	"noi_B"	2.2816	"B"	"measCat"	"plothalf"	"noi_B_N"
"776"	2	"N_2"	"N"	2013	"noi_B"	0.5833	"B"	"measCat"	"plothalf"	"noi_B_N"
"777"	3	"I_3"	"I"	2012	"noi_B"	2.6434	"B"	"measCat"	"plothalf"	"noi_B_I"
"778"	3	"I_3"	"I"	2013	"noi_B"	1.0034	"B"	"measCat"	"plothalf"	"noi_B_I"
"779"	3	"N_3"	"N"	2012	"noi_B"	2.5169	"B"	"measCat"	"plothalf"	"noi_B_N"
"780"	3	"N_3"	"N"	2013	"noi_B"	0.6493	"B"	"measCat"	"plothalf"	"noi_B_N"
"781"	4	"I_4"	"I"	2012	"noi_B"	1.2022	"B"	"measCat"	"plothalf"	"noi_B_I"
"782"	4	"I_4"	"I"	2013	"noi_B"	0.7646	"B"	"measCat"	"plothalf"	"noi_B_I"
"783"	4	"N_4"	"N"	2012	"noi_B"	1.1561	"B"	"measCat"	"plothalf"	"noi_B_N"
"784"	4	"N_4"	"N"	2013	"noi_B"	0.6415	"B"	"measCat"	"plothalf"	"noi_B_N"
"785"	5	"I_5"	"I"	2012	"noi_B"	1e-04	"B"	"measCat"	"plothalf"	"noi_B_I"
"786"	5	"I_5"	"I"	2013	"noi_B"	0.5185	"B"	"measCat"	"plothalf"	"noi_B_I"
"787"	5	"N_5"	"N"	2012	"noi_B"	1.8617	"B"	"measCat"	"plothalf"	"noi_B_N"
"788"	5	"N_5"	"N"	2013	"noi_B"	0.7907	"B"	"measCat"	"plothalf"	"noi_B_N"
"789"	6	"I_6"	"I"	2012	"noi_B"	0.8201	"B"	"measCat"	"plothalf"	"noi_B_I"
"790"	6	"I_6"	"I"	2013	"noi_B"	0.1762	"B"	"measCat"	"plothalf"	"noi_B_I"
"791"	6	"N_6"	"N"	2012	"noi_B"	1.3695	"B"	"measCat"	"plothalf"	"noi_B_N"
"792"	6	"N_6"	"N"	2013	"noi_B"	0.227	"B"	"measCat"	"plothalf"	"noi_B_N"
"793"	7	"I_7"	"I"	2012	"noi_B"	3.0603	"B"	"measCat"	"plothalf"	"noi_B_I"
"794"	7	"I_7"	"I"	2013	"noi_B"	1.6632	"B"	"measCat"	"plothalf"	"noi_B_I"
"795"	7	"N_7"	"N"	2012	"noi_B"	3.427	"B"	"measCat"	"plothalf"	"noi_B_N"
"796"	7	"N_7"	"N"	2013	"noi_B"	1.5038	"B"	"measCat"	"plothalf"	"noi_B_N"
"797"	8	"I_8"	"I"	2012	"noi_B"	1.1235	"B"	"measCat"	"plothalf"	"noi_B_I"
"798"	8	"I_8"	"I"	2013	"noi_B"	0.7973	"B"	"measCat"	"plothalf"	"noi_B_I"
"799"	8	"N_8"	"N"	2012	"noi_B"	1.7695	"B"	"measCat"	"plothalf"	"noi_B_N"
"800"	8	"N_8"	"N"	2013	"noi_B"	0.5666	"B"	"measCat"	"plothalf"	"noi_B_N"
"801"	9	"I_9"	"I"	2012	"noi_B"	1.5242	"B"	"measCat"	"plothalf"	"noi_B_I"
"802"	9	"I_9"	"I"	2013	"noi_B"	0.9384	"B"	"measCat"	"plothalf"	"noi_B_I"
"803"	9	"N_9"	"N"	2012	"noi_B"	1.6853	"B"	"measCat"	"plothalf"	"noi_B_N"
"804"	9	"N_9"	"N"	2013	"noi_B"	0.3511	"B"	"measCat"	"plothalf"	"noi_B_N"
"805"	10	"I_10"	"I"	2012	"noi_B"	1.9236	"B"	"measCat"	"plothalf"	"noi_B_I"
"806"	10	"I_10"	"I"	2013	"noi_B"	1.808	"B"	"measCat"	"plothalf"	"noi_B_I"
"807"	10	"N_10"	"N"	2012	"noi_B"	0.7399	"B"	"measCat"	"plothalf"	"noi_B_N"
"808"	10	"N_10"	"N"	2013	"noi_B"	3.0856	"B"	"measCat"	"plothalf"	"noi_B_N"
"809"	11	"I_11"	"I"	2012	"noi_B"	0.4054	"B"	"measCat"	"plothalf"	"noi_B_I"
"810"	11	"I_11"	"I"	2013	"noi_B"	0.6257	"B"	"measCat"	"plothalf"	"noi_B_I"
"811"	11	"N_11"	"N"	2012	"noi_B"	1.6136	"B"	"measCat"	"plothalf"	"noi_B_N"
"812"	11	"N_11"	"N"	2013	"noi_B"	1.564	"B"	"measCat"	"plothalf"	"noi_B_N"
"813"	13	"I_13"	"I"	2012	"noi_B"	1.8639	"B"	"measCat"	"plothalf"	"noi_B_I"
"814"	13	"I_13"	"I"	2013	"noi_B"	1.5205	"B"	"measCat"	"plothalf"	"noi_B_I"
"815"	13	"N_13"	"N"	2012	"noi_B"	1.6646	"B"	"measCat"	"plothalf"	"noi_B_N"
"816"	13	"N_13"	"N"	2013	"noi_B"	1.466	"B"	"measCat"	"plothalf"	"noi_B_N"
"817"	14	"I_14"	"I"	2012	"noi_B"	1.573	"B"	"measCat"	"plothalf"	"noi_B_I"
"818"	14	"I_14"	"I"	2013	"noi_B"	1.0865	"B"	"measCat"	"plothalf"	"noi_B_I"
"819"	14	"N_14"	"N"	2012	"noi_B"	1.6501	"B"	"measCat"	"plothalf"	"noi_B_N"
"820"	14	"N_14"	"N"	2013	"noi_B"	0.8659	"B"	"measCat"	"plothalf"	"noi_B_N"
"821"	16	"I_16"	"I"	2012	"noi_B"	1.8026	"B"	"measCat"	"plothalf"	"noi_B_I"
"822"	16	"I_16"	"I"	2013	"noi_B"	1.6367	"B"	"measCat"	"plothalf"	"noi_B_I"
"823"	16	"N_16"	"N"	2012	"noi_B"	1.7412	"B"	"measCat"	"plothalf"	"noi_B_N"
"824"	16	"N_16"	"N"	2013	"noi_B"	1.1066	"B"	"measCat"	"plothalf"	"noi_B_N"
"825"	17	"I_17"	"I"	2012	"noi_B"	4.6401	"B"	"measCat"	"plothalf"	"noi_B_I"
"826"	17	"I_17"	"I"	2013	"noi_B"	1.9209	"B"	"measCat"	"plothalf"	"noi_B_I"
"827"	17	"N_17"	"N"	2012	"noi_B"	2.0475	"B"	"measCat"	"plothalf"	"noi_B_N"
"828"	17	"N_17"	"N"	2013	"noi_B"	2.3655	"B"	"measCat"	"plothalf"	"noi_B_N"
"829"	18	"I_18"	"I"	2012	"noi_B"	2.5644	"B"	"measCat"	"plothalf"	"noi_B_I"
"830"	18	"I_18"	"I"	2013	"noi_B"	2.5498	"B"	"measCat"	"plothalf"	"noi_B_I"
"831"	18	"N_18"	"N"	2012	"noi_B"	3.1644	"B"	"measCat"	"plothalf"	"noi_B_N"
"832"	18	"N_18"	"N"	2013	"noi_B"	1.612	"B"	"measCat"	"plothalf"	"noi_B_N"
"897"	1	"I_1"	"I"	2012	"noi_T"	2.5159	"T"	"measCat"	"plothalf"	"noi_T_I"
"898"	1	"I_1"	"I"	2013	"noi_T"	1.737	"T"	"measCat"	"plothalf"	"noi_T_I"
"899"	1	"N_1"	"N"	2012	"noi_T"	2.905	"T"	"measCat"	"plothalf"	"noi_T_N"
"900"	1	"N_1"	"N"	2013	"noi_T"	0.1566	"T"	"measCat"	"plothalf"	"noi_T_N"
"901"	2	"I_2"	"I"	2012	"noi_T"	4.6439	"T"	"measCat"	"plothalf"	"noi_T_I"
"902"	2	"I_2"	"I"	2013	"noi_T"	0.6053	"T"	"measCat"	"plothalf"	"noi_T_I"
"903"	2	"N_2"	"N"	2012	"noi_T"	2.4318	"T"	"measCat"	"plothalf"	"noi_T_N"
"904"	2	"N_2"	"N"	2013	"noi_T"	0.5985	"T"	"measCat"	"plothalf"	"noi_T_N"
"905"	3	"I_3"	"I"	2012	"noi_T"	2.4096	"T"	"measCat"	"plothalf"	"noi_T_I"
"906"	3	"I_3"	"I"	2013	"noi_T"	0.6282	"T"	"measCat"	"plothalf"	"noi_T_I"
"907"	3	"N_3"	"N"	2012	"noi_T"	2.3053	"T"	"measCat"	"plothalf"	"noi_T_N"
"908"	3	"N_3"	"N"	2013	"noi_T"	0.8716	"T"	"measCat"	"plothalf"	"noi_T_N"
"909"	4	"I_4"	"I"	2012	"noi_T"	3.0276	"T"	"measCat"	"plothalf"	"noi_T_I"
"910"	4	"I_4"	"I"	2013	"noi_T"	0.8271	"T"	"measCat"	"plothalf"	"noi_T_I"
"911"	4	"N_4"	"N"	2012	"noi_T"	2.7439	"T"	"measCat"	"plothalf"	"noi_T_N"
"912"	4	"N_4"	"N"	2013	"noi_T"	1.0818	"T"	"measCat"	"plothalf"	"noi_T_N"
"913"	5	"I_5"	"I"	2012	"noi_T"	4.6615	"T"	"measCat"	"plothalf"	"noi_T_I"
"914"	5	"I_5"	"I"	2013	"noi_T"	0.9322	"T"	"measCat"	"plothalf"	"noi_T_I"
"915"	5	"N_5"	"N"	2012	"noi_T"	3.1466	"T"	"measCat"	"plothalf"	"noi_T_N"
"916"	5	"N_5"	"N"	2013	"noi_T"	1.6366	"T"	"measCat"	"plothalf"	"noi_T_N"
"917"	6	"I_6"	"I"	2012	"noi_T"	2.1628	"T"	"measCat"	"plothalf"	"noi_T_I"
"918"	6	"I_6"	"I"	2013	"noi_T"	0.4651	"T"	"measCat"	"plothalf"	"noi_T_I"
"919"	6	"N_6"	"N"	2012	"noi_T"	1.8624	"T"	"measCat"	"plothalf"	"noi_T_N"
"920"	6	"N_6"	"N"	2013	"noi_T"	0.7417	"T"	"measCat"	"plothalf"	"noi_T_N"
"921"	7	"I_7"	"I"	2012	"noi_T"	3.2734	"T"	"measCat"	"plothalf"	"noi_T_I"
"922"	7	"I_7"	"I"	2013	"noi_T"	1.3412	"T"	"measCat"	"plothalf"	"noi_T_I"
"923"	7	"N_7"	"N"	2012	"noi_T"	4.1354	"T"	"measCat"	"plothalf"	"noi_T_N"
"924"	7	"N_7"	"N"	2013	"noi_T"	2.8603	"T"	"measCat"	"plothalf"	"noi_T_N"
"925"	8	"I_8"	"I"	2012	"noi_T"	2.5944	"T"	"measCat"	"plothalf"	"noi_T_I"
"926"	8	"I_8"	"I"	2013	"noi_T"	1.0429	"T"	"measCat"	"plothalf"	"noi_T_I"
"927"	8	"N_8"	"N"	2012	"noi_T"	2.3899	"T"	"measCat"	"plothalf"	"noi_T_N"
"928"	8	"N_8"	"N"	2013	"noi_T"	0.8696	"T"	"measCat"	"plothalf"	"noi_T_N"
"929"	9	"I_9"	"I"	2012	"noi_T"	2.7585	"T"	"measCat"	"plothalf"	"noi_T_I"
"930"	9	"I_9"	"I"	2013	"noi_T"	0.571	"T"	"measCat"	"plothalf"	"noi_T_I"
"931"	9	"N_9"	"N"	2012	"noi_T"	2.5639	"T"	"measCat"	"plothalf"	"noi_T_N"
"932"	9	"N_9"	"N"	2013	"noi_T"	0.5399	"T"	"measCat"	"plothalf"	"noi_T_N"
"933"	10	"I_10"	"I"	2012	"noi_T"	3.7309	"T"	"measCat"	"plothalf"	"noi_T_I"
"934"	10	"I_10"	"I"	2013	"noi_T"	5.7338	"T"	"measCat"	"plothalf"	"noi_T_I"
"935"	10	"N_10"	"N"	2012	"noi_T"	2.5637	"T"	"measCat"	"plothalf"	"noi_T_N"
"936"	10	"N_10"	"N"	2013	"noi_T"	6.0528	"T"	"measCat"	"plothalf"	"noi_T_N"
"937"	11	"I_11"	"I"	2012	"noi_T"	3.2406	"T"	"measCat"	"plothalf"	"noi_T_I"
"938"	11	"I_11"	"I"	2013	"noi_T"	2.0835	"T"	"measCat"	"plothalf"	"noi_T_I"
"939"	11	"N_11"	"N"	2012	"noi_T"	3.1577	"T"	"measCat"	"plothalf"	"noi_T_N"
"940"	11	"N_11"	"N"	2013	"noi_T"	2.4348	"T"	"measCat"	"plothalf"	"noi_T_N"
"941"	13	"I_13"	"I"	2012	"noi_T"	2.5348	"T"	"measCat"	"plothalf"	"noi_T_I"
"942"	13	"I_13"	"I"	2013	"noi_T"	2.8925	"T"	"measCat"	"plothalf"	"noi_T_I"
"943"	13	"N_13"	"N"	2012	"noi_T"	2.1907	"T"	"measCat"	"plothalf"	"noi_T_N"
"944"	13	"N_13"	"N"	2013	"noi_T"	1.3902	"T"	"measCat"	"plothalf"	"noi_T_N"
"945"	14	"I_14"	"I"	2012	"noi_T"	2.2926	"T"	"measCat"	"plothalf"	"noi_T_I"
"946"	14	"I_14"	"I"	2013	"noi_T"	4.9277	"T"	"measCat"	"plothalf"	"noi_T_I"
"947"	14	"N_14"	"N"	2012	"noi_T"	2.4767	"T"	"measCat"	"plothalf"	"noi_T_N"
"948"	14	"N_14"	"N"	2013	"noi_T"	2.136	"T"	"measCat"	"plothalf"	"noi_T_N"
"949"	16	"I_16"	"I"	2012	"noi_T"	2.7443	"T"	"measCat"	"plothalf"	"noi_T_I"
"950"	16	"I_16"	"I"	2013	"noi_T"	2.1312	"T"	"measCat"	"plothalf"	"noi_T_I"
"951"	16	"N_16"	"N"	2012	"noi_T"	2.9756	"T"	"measCat"	"plothalf"	"noi_T_N"
"952"	16	"N_16"	"N"	2013	"noi_T"	2.4979	"T"	"measCat"	"plothalf"	"noi_T_N"
"953"	17	"I_17"	"I"	2012	"noi_T"	6.6533	"T"	"measCat"	"plothalf"	"noi_T_I"
"954"	17	"I_17"	"I"	2013	"noi_T"	4.1128	"T"	"measCat"	"plothalf"	"noi_T_I"
"955"	17	"N_17"	"N"	2012	"noi_T"	4.2473	"T"	"measCat"	"plothalf"	"noi_T_N"
"956"	17	"N_17"	"N"	2013	"noi_T"	2.7845	"T"	"measCat"	"plothalf"	"noi_T_N"
"957"	18	"I_18"	"I"	2012	"noi_T"	3.6024	"T"	"measCat"	"plothalf"	"noi_T_I"
"958"	18	"I_18"	"I"	2013	"noi_T"	3.0804	"T"	"measCat"	"plothalf"	"noi_T_I"
"959"	18	"N_18"	"N"	2012	"noi_T"	5.1289	"T"	"measCat"	"plothalf"	"noi_T_N"
"960"	18	"N_18"	"N"	2013	"noi_T"	2.181	"T"	"measCat"	"plothalf"	"noi_T_N"
"961"	1	"I_1"	"I"	2012	"soilmoi_B"	9.1912	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"962"	1	"I_1"	"I"	2013	"soilmoi_B"	9.8712	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"963"	1	"N_1"	"N"	2012	"soilmoi_B"	6.8259	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"964"	1	"N_1"	"N"	2013	"soilmoi_B"	8.6223	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"965"	2	"I_2"	"I"	2012	"soilmoi_B"	8.3333	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"966"	2	"I_2"	"I"	2013	"soilmoi_B"	11.9632	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"967"	2	"N_2"	"N"	2012	"soilmoi_B"	7.2816	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"968"	2	"N_2"	"N"	2013	"soilmoi_B"	10.9051	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"969"	3	"I_3"	"I"	2012	"soilmoi_B"	6.6038	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"970"	3	"I_3"	"I"	2013	"soilmoi_B"	17.9993	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"971"	3	"N_3"	"N"	2012	"soilmoi_B"	6.5789	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"972"	3	"N_3"	"N"	2013	"soilmoi_B"	12.7652	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"973"	4	"I_4"	"I"	2012	"soilmoi_B"	5.6338	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"974"	4	"I_4"	"I"	2013	"soilmoi_B"	13.1367	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"975"	4	"N_4"	"N"	2012	"soilmoi_B"	7.6159	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"976"	4	"N_4"	"N"	2013	"soilmoi_B"	14.0543	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"977"	5	"I_5"	"I"	2012	"soilmoi_B"	7.0866	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"978"	5	"I_5"	"I"	2013	"soilmoi_B"	10.4247	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"979"	5	"N_5"	"N"	2012	"soilmoi_B"	8.7786	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"980"	5	"N_5"	"N"	2013	"soilmoi_B"	10.0126	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"981"	6	"I_6"	"I"	2012	"soilmoi_B"	4.6693	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"982"	6	"I_6"	"I"	2013	"soilmoi_B"	11.1111	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"983"	6	"N_6"	"N"	2012	"soilmoi_B"	4.9618	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"984"	6	"N_6"	"N"	2013	"soilmoi_B"	9.7963	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"985"	7	"I_7"	"I"	2012	"soilmoi_B"	25.7692	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"986"	7	"I_7"	"I"	2013	"soilmoi_B"	30.2913	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"987"	7	"N_7"	"N"	2012	"soilmoi_B"	26.2963	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"988"	7	"N_7"	"N"	2013	"soilmoi_B"	28.0992	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"989"	8	"I_8"	"I"	2012	"soilmoi_B"	11.9469	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"990"	8	"I_8"	"I"	2013	"soilmoi_B"	10.1279	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"991"	8	"N_8"	"N"	2012	"soilmoi_B"	15.4321	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"992"	8	"N_8"	"N"	2013	"soilmoi_B"	12.3267	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"993"	9	"I_9"	"I"	2012	"soilmoi_B"	12.8788	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"994"	9	"I_9"	"I"	2013	"soilmoi_B"	27.616	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"995"	9	"N_9"	"N"	2012	"soilmoi_B"	11.284	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"996"	9	"N_9"	"N"	2013	"soilmoi_B"	16.6099	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"997"	10	"I_10"	"I"	2012	"soilmoi_B"	18.5053	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"998"	10	"I_10"	"I"	2013	"soilmoi_B"	19.0899	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"999"	10	"N_10"	"N"	2012	"soilmoi_B"	15.3333	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"1000"	10	"N_10"	"N"	2013	"soilmoi_B"	14.2125	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"1001"	11	"I_11"	"I"	2012	"soilmoi_B"	13.6691	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"1002"	11	"I_11"	"I"	2013	"soilmoi_B"	12.4287	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"1003"	11	"N_11"	"N"	2012	"soilmoi_B"	13.7931	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"1004"	11	"N_11"	"N"	2013	"soilmoi_B"	9.7323	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"1005"	13	"I_13"	"I"	2012	"soilmoi_B"	15.3846	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"1006"	13	"I_13"	"I"	2013	"soilmoi_B"	19.3955	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
"1007"	13	"N_13"	"N"	2012	"soilmoi_B"	14.0562	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"1008"	13	"N_13"	"N"	2013	"soilmoi_B"	14.6814	"B"	"measCat"	"plothalf"	"soilmoi_B_N"
"1009"	14	"I_14"	"I"	2012	"soilmoi_B"	20.9231	"B"	"measCat"	"plothalf"	"soilmoi_B_I"
